id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	num	neg.score	neg.p.value	neg.fdr	neg.rank	neg.goodsgrna	neg.lfc	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc
Arl2bp	ENSG00000102931	ARL2BP	23568	ARL2BP	4	0.82986	0.68345	0.853891	398	0	-0.00044877	0.86669	0.78767	0.913482	420	0	-0.00044877
Arnt	ENSG00000143437	ARNT	405	ARNT	4	0.2267	0.25699	0.590636	97	0	0.0083752	0.14266	4.9652e-06	2.6e-05	57	0	0.0083752
Arntl	ENSG00000133794	BMAL1	406	BMAL1	4	0.59803	0.45928	0.761911	277	0	0.0027348	0.63504	0.45907	0.766642	285	0	0.0027348
Asxl1	ENSG00000171456	ASXL1	171023	ASXL1	4	0.59397	0.45927	0.761911	274	0	-0.0072954	0.66594	0.54374	0.86209	304	0	-0.0072954
Atf1	ENSG00000123268	ATF1	466	ATF1	4	0.91792	0.89328	0.996737	439	0	0.0029714	0.61687	0.45907	0.766642	278	0	0.0029714
Atf2	ENSG00000115966	ATF2	1386	ATF2	4	0.7568	0.62035	0.813609	363	0	0.010385	0.41583	0.13647	0.34883	178	0	0.010385
Atf4	ENSG00000128272	ATF4	468	ATF4	4	0.61198	0.45928	0.761911	284	0	6.3111e-06	0.51446	0.25718	0.588348	219	0	6.3111e-06
Atf5	ENSG00000169136	ATF5	22809	ATF5	4	0.36194	0.257	0.590636	156	0	-0.0047051	0.52255	0.36437	0.766642	224	0	-0.0047051
Atf6b	ENSG00000213676	ATF6B	1388	ATF6B	4	0.58059	0.45927	0.761911	267	0	0.009034	0.45236	0.13647	0.34883	193	0	0.009034
Atf7ip	ENSG00000171681	ATF7IP	55729	ATF7IP	4	0.7505	0.62035	0.813609	359	0	0.0115	0.28439	0.13646	0.34883	118	0	0.0115
Atn1	ENSG00000111676	ATN1	1822	ATN1	4	0.45995	0.257	0.590636	206	0	0.012438	0.57218	0.45906	0.766642	253	0	0.012438
Atxn7l3	ENSG00000087152	ATXN7L3	56970	ATXN7L3	4	0.9925	0.99786	1	477	0	0.068527	0.00013452	4.9652e-06	2.6e-05	3	2	0.068527
Bach2	ENSG00000112182	BACH2	60468	BACH2	4	0.92243	0.89328	0.996737	445	0	0.017856	0.23164	4.9652e-06	2.6e-05	93	0	0.017856
Basp1	ENSG00000176788	BASP1	10409	BASP1	4	0.68233	0.54653	0.764856	320	0	0.010944	0.12108	4.9652e-06	2.6e-05	48	0	0.010944
Batf	ENSG00000156127	BATF	10538	BATF	4	0.1373	0.13501	0.590636	65	1	-0.011055	0.95315	0.96564	1	455	0	-0.011055
Bcl10	ENSG00000142867	BCL10	8915	BCL10	4	0.18292	0.13501	0.590636	81	1	-0.016101	0.98111	0.99333	1	470	0	-0.016101
Bcl11b	ENSG00000127152	BCL11B	64919	BCL11B	4	0.63127	0.45928	0.761911	295	0	-0.0071277	0.36621	0.13647	0.34883	154	0	-0.0071277
Bcl3	ENSG00000069399	BCL3	602	BCL3	4	0.78775	0.62036	0.813609	379	0	0.0091446	0.72864	0.61819	0.887432	336	0	0.0091446
Bcl6	ENSG00000113916	BCL6	604	BCL6	4	0.68654	0.54653	0.764856	324	0	0.0080577	0.45108	0.13647	0.34883	192	0	0.0080577
Bcor	ENSG00000183337	BCOR	54880	BCOR	4	0.43692	0.257	0.590636	196	0	-0.0045314	0.32846	0.13646	0.34883	139	0	-0.0045314
Bhlhe40	ENSG00000134107	BHLHE40	8553	BHLHE40	4	0.14088	0.13501	0.590636	66	1	-0.0099961	0.095385	4.9652e-06	2.6e-05	38	0	-0.0099961
Birc2	ENSG00000110330	BIRC2	329	BIRC2	4	0.24306	0.25699	0.590636	102	0	-0.010676	0.60505	0.45907	0.766642	272	0	-0.010676
Bmyc	ENSG00000136997	MYC	4609	MYC	4	0.89791	0.89327	0.996737	424	0	0.0019517	0.89314	0.86443	0.982046	434	0	0.0019517
Brd7	ENSG00000166164	BRD7	29117	BRD7	4	0.074805	0.135	0.590636	41	1	-0.02392	0.99817	0.9997	1	484	0	-0.02392
Btg2	ENSG00000159388	BTG2	7832	BTG2	4	0.65075	0.54653	0.764856	308	0	-0.002104	0.10463	4.9652e-06	2.6e-05	42	0	-0.002104
C1d	ENSG00000197223	C1D	10438	C1D	4	0.82341	0.68345	0.853891	395	0	0.0046683	0.6907	0.54375	0.86209	312	0	0.0046683
C1qbp	ENSG00000108561	C1QBP	708	C1QBP	4	0.63504	0.45928	0.761911	299	0	-0.0068935	0.58163	0.45906	0.766642	260	0	-0.0068935
Calcoco1	ENSG00000012822	CALCOCO1	57658	CALCOCO1	4	0.52599	0.36575	0.727148	240	0	0.00033113	0.47244	0.25717	0.588348	205	0	0.00033113
Camta2	ENSG00000108509	CAMTA2	23125	CAMTA2	4	0.77366	0.62036	0.813609	373	0	-0.0044405	0.87319	0.78767	0.913482	425	0	-0.0044405
Carm1	ENSG00000142453	CARM1	10498	CARM1	4	0.059619	0.135	0.590636	33	1	-0.012852	0.82012	0.73944	0.913482	387	0	-0.012852
Casp8ap2	ENSG00000118412	CASP8AP2	9994	CASP8AP2	4	0.25275	0.25699	0.590636	106	0	0.002713	0.32399	0.13646	0.34883	137	0	0.002713
Cbfb	ENSG00000067955	CBFB	865	CBFB	4	0.99975	1	1	488	0	0.1059	3.0284e-05	4.9652e-06	2.6e-05	2	2	0.1059
Cc2d1a	ENSG00000132024	CC2D1A	54862	CC2D1A	4	0.39415	0.257	0.590636	170	0	-0.013956	0.88586	0.78767	0.913482	430	0	-0.013956
Cc2d1b	ENSG00000154222	CC2D1B	200014	CC2D1B	4	0.71641	0.54654	0.764856	344	0	0.0016864	0.28749	0.13646	0.34883	119	0	0.0016864
Ccar1	ENSG00000060339	CCAR1	55749	CCAR1	4	0.35044	0.25699	0.590636	151	0	-0.0099931	0.88308	0.78767	0.913482	428	0	-0.0099931
Cd3d	ENSG00000167286	CD3D	915	CD3D	4	0.25596	0.25699	0.590636	108	0	-0.015929	0.85857	0.78766	0.913482	417	0	-0.015929
Cebpb	ENSG00000172216	CEBPB	1051	CEBPB	4	0.68402	0.54653	0.764856	322	0	0.026012	0.31801	0.13646	0.34883	133	0	0.026012
Cebpz	ENSG00000115816	CEBPZ	10153	CEBPZ	4	0.39826	0.257	0.590636	173	0	0.022849	0.148	4.9652e-06	2.6e-05	59	0	0.022849
Cggbp1	ENSG00000163320	CGGBP1	8545	CGGBP1	4	0.1621	0.13501	0.590636	71	1	0.011611	0.53054	0.36438	0.766642	228	0	0.011611
Chchd3	ENSG00000106554	CHCHD3	54927	CHCHD3	4	0.51446	0.36574	0.727148	234	0	0.0031564	0.35477	0.13647	0.34883	149	0	0.0031564
Ciao1	ENSG00000144021	CIAO1	9391	CIAO1	4	0.70855	0.54654	0.764856	338	0	-0.0010672	0.44339	0.13647	0.34883	189	0	-0.0010672
Cited2	ENSG00000164442	CITED2	10370	CITED2	4	0.053876	0.135	0.590636	31	1	-0.028241	0.97669	0.97554	1	468	0	-0.028241
Cops2	ENSG00000166200	COPS2	9318	COPS2	4	0.24468	0.25699	0.590636	103	0	-0.026654	0.24468	0.13646	0.34883	99	0	-0.026654
Cops5	ENSG00000121022	COPS5	10987	COPS5	4	0.43431	0.257	0.590636	194	0	-0.016527	0.98268	0.99627	1	473	0	-0.016527
Creb3	ENSG00000107175	CREB3	10488	CREB3	4	0.51096	0.36574	0.727148	231	0	-0.0044049	0.71485	0.61818	0.887432	328	0	-0.0044049
Crebbp	ENSG00000005339	CREBBP	1387	CREBBP	4	0.42248	0.257	0.590636	187	0	-0.0099489	0.80414	0.73943	0.913482	377	0	-0.0099489
Crebrf	ENSG00000164463	CREBRF	153222	CREBRF	4	0.73828	0.54654	0.764856	356	0	0.0017063	0.88742	0.78767	0.913482	432	0	0.0017063
Crebzf	ENSG00000137504	CREBZF	58487	CREBZF	4	0.93737	0.95327	1	450	0	0.030881	0.091669	4.9652e-06	2.6e-05	36	0	0.030881
Crem	ENSG00000095794	CREM	1390	CREM	4	0.53731	0.36575	0.727148	246	0	0.0075695	0.3329	0.13646	0.34883	142	0	0.0075695
Cry1	ENSG00000008405	CRY1	1407	CRY1	4	0.70216	0.54654	0.764856	333	0	0.00089254	0.61198	0.45907	0.766642	276	0	0.00089254
Csrnp1	ENSG00000144655	CSRNP1	64651	CSRNP1	4	0.42644	0.257	0.590636	189	0	-0.0096824	0.86086	0.78766	0.913482	418	0	-0.0096824
Ctbp1	ENSG00000159692	CTBP1	1487	CTBP1	4	0.39689	0.257	0.590636	172	0	9.6161e-06	0.80532	0.73943	0.913482	379	0	9.6161e-06
Ctcf	ENSG00000102974	CTCF	10664	CTCF	4	0.0096565	0.0071251	0.127665	13	2	-0.03669	0.83144	0.73944	0.913482	396	0	-0.03669
Ctnnb1	ENSG00000168036	CTNNB1	1499	CTNNB1	4	0.77102	0.62035	0.813609	370	0	0.021237	0.38864	0.13647	0.34883	166	0	0.021237
Daxx	ENSG00000204209	DAXX	1616	DAXX	4	0.38309	0.257	0.590636	165	0	-0.015285	0.95629	0.96565	1	457	0	-0.015285
Dbp	ENSG00000105516	DBP	1628	DBP	4	0.90426	0.89327	0.996737	429	0	0.010976	0.28127	0.13646	0.34883	116	0	0.010976
Ddit3	ENSG00000175197	DDIT3	1649	DDIT3	4	0.99923	0.99983	1	485	0	0.023405	0.39826	0.13647	0.34883	170	0	0.023405
Ddx1	ENSG00000079785	DDX1	1653	DDX1	4	0.12289	0.135	0.590636	60	1	-0.0087285	0.87191	0.78767	0.913482	424	0	-0.0087285
Ddx5	ENSG00000108654	DDX5	1655	DDX5	4	0.19488	0.13501	0.590636	85	0	-0.0056204	0.9273	0.91775	1	448	0	-0.0056204
Ddx54	ENSG00000123064	DDX54	79039	DDX54	4	0.72257	0.54654	0.764856	345	0	0.019379	0.16559	4.9652e-06	2.6e-05	66	0	0.019379
Deaf1	ENSG00000177030	DEAF1	10522	DEAF1	4	0.11562	0.135	0.590636	57	1	-0.0121	0.87403	0.78767	0.913482	427	0	-0.0121
Dmap1	ENSG00000178028	DMAP1	55929	DMAP1	4	0.98714	0.99359	1	471	0	0.03146	0.074805	4.9652e-06	2.6e-05	28	0	0.03146
Drap1	ENSG00000175550	DRAP1	10589	DRAP1	4	0.0092066	0.0071251	0.127665	12	2	-0.028958	0.98353	0.99627	1	475	0	-0.028958
Dyrk1b	ENSG00000105204	DYRK1B	9149	DYRK1B	4	0.8452	0.78897	0.976003	404	0	0.0052024	0.048107	4.9652e-06	2.6e-05	19	0	0.0052024
E2f4	ENSG00000205250	E2F4	1874	E2F4	4	0.36905	0.257	0.590636	159	0	0.0040901	0.21007	4.9652e-06	2.6e-05	83	0	0.0040901
E2f8	ENSG00000129173	E2F8	79733	E2F8	4	0.5868	0.45927	0.761911	271	0	-0.0094275	0.96791	0.97553	1	463	0	-0.0094275
E4f1	ENSG00000167967	E4F1	1877	E4F1	4	0.92389	0.89328	0.996737	446	0	0.0017471	0.72789	0.61819	0.887432	335	0	0.0017471
Ecd	ENSG00000122882	ECD	11319	ECD	4	0.17256	0.13501	0.590636	76	1	-0.0024225	0.8457	0.78766	0.913482	405	0	-0.0024225
Edf1	ENSG00000107223	EDF1	8721	EDF1	4	0.88703	0.86409	0.996737	418	0	0.002623	0.43562	0.13647	0.34883	183	0	0.002623
Egr1	ENSG00000120738	EGR1	1958	EGR1	4	0.76297	0.62035	0.813609	366	0	0.0072725	0.65617	0.45907	0.766642	299	0	0.0072725
Egr2	ENSG00000122877	EGR2	1959	EGR2	4	0.18464	0.13501	0.590636	82	1	-0.022684	0.75956	0.6822	0.913482	353	0	-0.022684
Eid1	ENSG00000255302	EID1	23741	EID1	4	0.49077	0.36574	0.727148	220	0	-0.011059	0.42512	0.13647	0.34883	179	0	-0.011059
Elf1	ENSG00000120690	ELF1	1997	ELF1	4	0.58989	0.45927	0.761911	272	0	-0.0040719	0.26235	0.13646	0.34883	108	0	-0.0040719
Elf2	ENSG00000109381	ELF2	1998	ELF2	4	0.10094	0.135	0.590636	51	1	-0.014057	0.789	0.68221	0.913482	370	0	-0.014057
Elf4	ENSG00000102034	ELF4	2000	ELF4	4	0.95927	0.97633	1	461	0	0.015291	0.31951	0.13646	0.34883	134	0	0.015291
Elk3	ENSG00000111145	ELK3	2004	ELK3	4	0.38448	0.257	0.590636	166	0	-0.0027284	0.85342	0.78766	0.913482	412	0	-0.0027284
Elk4	ENSG00000158711	ELK4	2005	ELK4	4	0.57324	0.45927	0.761911	263	0	0.011701	0.1533	4.9652e-06	2.6e-05	62	0	0.011701
Elmsan1	ENSG00000156030	MIDEAS	91748	MIDEAS	4	0.28127	0.25699	0.590636	123	0	-0.010363	0.74337	0.61819	0.887432	345	0	-0.010363
Elp2	ENSG00000134759	ELP2	55250	ELP2	4	0.078573	0.135	0.590636	43	1	-0.032564	0.82773	0.73944	0.913482	394	0	-0.032564
Eomes	ENSG00000163508	EOMES	8320	EOMES	4	0.15683	0.13501	0.590636	68	1	0.0083817	0.086073	4.9652e-06	2.6e-05	33	0	0.0083817
Ep300	ENSG00000100393	EP300	2033	EP300	4	0.35333	0.25699	0.590636	153	0	0.0037071	0.76836	0.6822	0.913482	356	0	0.0037071
Epas1	ENSG00000116016	EPAS1	2034	EPAS1	4	0.79999	0.68344	0.853891	385	0	0.0032635	0.78775	0.68221	0.913482	369	0	0.0032635
Erf	ENSG00000105722	ERF	2077	ERF	4	0.3789	0.257	0.590636	162	0	0.0094542	0.49916	0.25718	0.588348	214	0	0.0094542
Esrra	ENSG00000173153	ESRRA	2101	ESRRA	4	0.76969	0.62035	0.813609	369	0	-0.002533	0.65885	0.45907	0.766642	300	0	-0.002533
Ets1	ENSG00000134954	ETS1	2113	ETS1	4	0.50979	0.36574	0.727148	230	0	-0.0060045	0.34899	0.13647	0.34883	146	0	-0.0060045
Ets2	ENSG00000157557	ETS2	2114	ETS2	4	0.72334	0.54654	0.764856	346	0	-0.0052161	0.56687	0.45906	0.766642	250	0	-0.0052161
Etv3	ENSG00000117036	ETV3	2117	ETV3	4	0.62842	0.45928	0.761911	294	0	0.0043908	0.55391	0.45906	0.766642	242	0	0.0043908
Etv6	ENSG00000139083	ETV6	2120	ETV6	4	0.38725	0.257	0.590636	167	0	-0.020533	0.99701	0.99893	1	482	0	-0.020533
Fbxw7	ENSG00000109670	FBXW7	55294	FBXW7	4	0.0067211	0.0071251	0.127665	7	2	-0.028252	0.97843	0.97554	1	469	0	-0.028252
Fli1	ENSG00000151702	FLI1	2313	FLI1	4	0.48836	0.36574	0.727148	219	0	0.008026	0.084203	4.9652e-06	2.6e-05	32	0	0.008026
Fos	ENSG00000170345	FOS	2353	FOS	4	0.42776	0.257	0.590636	190	0	-0.0013172	0.48714	0.25717	0.588348	210	0	-0.0013172
Fosb	ENSG00000125740	FOSB	2354	FOSB	4	0.40506	0.257	0.590636	176	0	0.00059606	0.596	0.45906	0.766642	268	0	0.00059606
Fosl2	ENSG00000075426	FOSL2	2355	FOSL2	4	0.25436	0.25699	0.590636	107	0	-0.012446	0.79819	0.73943	0.913482	375	0	-0.012446
Foxj2	ENSG00000065970	FOXJ2	55810	FOXJ2	4	0.95571	0.96598	1	459	0	0.0085004	0.80996	0.73943	0.913482	381	0	0.0085004
Foxj3	ENSG00000198815	FOXJ3	22887	FOXJ3	4	0.10463	0.135	0.590636	53	1	-0.028712	0.49077	0.25718	0.588348	211	0	-0.028712
Foxk1	ENSG00000164916	FOXK1	221937	FOXK1	4	0.55826	0.45927	0.761911	257	0	-0.00020729	0.34317	0.13646	0.34883	145	0	-0.00020729
Foxk2	ENSG00000141568	FOXK2	3607	FOXK2	4	0.65165	0.54653	0.764856	309	0	-0.010888	0.58577	0.45906	0.766642	264	0	-0.010888
Foxn3	ENSG00000053254	FOXN3	1112	FOXN3	4	0.28749	0.25699	0.590636	126	0	-0.014361	0.86713	0.78767	0.913482	421	0	-0.014361
Foxo1	ENSG00000150907	FOXO1	2308	FOXO1	4	0.89828	0.89327	0.996737	425	0	0.01853	0.24144	0.13646	0.34883	97	0	0.01853
Foxo3	ENSG00000118689	FOXO3	2309	FOXO3	4	0.055793	0.135	0.590636	32	1	-0.023741	0.85056	0.78766	0.913482	409	0	-0.023741
Foxo4	ENSG00000184481	FOXO4	4303	FOXO4	4	0.6341	0.45928	0.761911	298	0	-0.0062934	0.66506	0.54374	0.86209	303	0	-0.0062934
Foxp1	ENSG00000114861	FOXP1	27086	FOXP1	4	0.9962	0.99888	1	480	0	0.023135	0.10646	4.9652e-06	2.6e-05	43	0	0.023135
Foxp3	ENSG00000049768	FOXP3	50943	FOXP3	4	1	1	1	491	0	0.19658	5.8618e-09	4.9652e-06	2.6e-05	1	4	0.19658
Foxp4	ENSG00000137166	FOXP4	116113	FOXP4	4	0.54733	0.36575	0.727148	251	0	-0.0069002	0.54178	0.45906	0.766642	235	0	-0.0069002
Fubp1	ENSG00000162613	FUBP1	8880	FUBP1	4	0.024767	0.007135	0.127665	19	1	-0.019069	0.70776	0.61818	0.887432	323	0	-0.019069
Fus	ENSG00000089280	FUS	2521	FUS	4	0.49318	0.36574	0.727148	222	0	0.0032966	0.34171	0.13646	0.34883	144	0	0.0032966
Gabpa	ENSG00000154727	GABPA	2551	GABPA	4	0.59903	0.45928	0.761911	278	0	0.020339	0.13192	4.9652e-06	2.6e-05	53	0	0.020339
Gata1	ENSG00000102145	GATA1	2623	GATA1	4	0.96087	0.97633	1	463	0	0.014448	0.2234	4.9652e-06	2.6e-05	90	0	0.014448
Gata3	ENSG00000107485	GATA3	2625	GATA3	4	0.52827	0.36575	0.727148	241	0	-0.0094886	0.18464	4.9652e-06	2.6e-05	71	0	-0.0094886
Gatad1	ENSG00000157259	GATAD1	57798	GATAD1	4	0.07669	0.135	0.590636	42	1	0.0042951	0.25756	0.13646	0.34883	105	0	0.0042951
Gfi1	ENSG00000162676	GFI1	2672	GFI1	4	0.92095	0.89328	0.996737	442	0	0.0066021	0.46872	0.25717	0.588348	202	0	0.0066021
GFP	NA	NA	NA	NA	8	0.98733	0.982	1	472	0	0.0066527	0.38653	4.9652e-06	2.6e-05	164	0	0.0066527
Glmp	ENSG00000198715	GLMP	112770	GLMP	4	0.90833	0.89327	0.996737	431	0	0.0025214	0.72562	0.61818	0.887432	333	0	0.0025214
Gmeb2	ENSG00000101216	GMEB2	26205	GMEB2	4	0.44724	0.257	0.590636	199	0	-0.00046393	0.67464	0.54374	0.86209	308	0	-0.00046393
Gmnn	ENSG00000112312	GMNN	51053	GMNN	4	0.40235	0.257	0.590636	174	0	-0.002547	0.88428	0.78767	0.913482	429	0	-0.002547
Gpbp1	ENSG00000062194	GPBP1	65056	GPBP1	4	0.30288	0.25699	0.590636	131	0	0.011439	0.45995	0.25717	0.588348	197	0	0.011439
Gpbp1l1	ENSG00000159592	GPBP1L1	60313	GPBP1L1	4	0.51678	0.36574	0.727148	235	0	-0.0092721	0.36336	0.13647	0.34883	153	0	-0.0092721
Gps2	ENSG00000132522	GPS2	2874	GPS2	4	0.30592	0.25699	0.590636	133	0	0.00022094	0.77497	0.68221	0.913482	358	0	0.00022094
Gtf2a2	ENSG00000140307	GTF2A2	2958	GTF2A2	4	0.50626	0.36574	0.727148	228	0	0.007865	0.065335	4.9652e-06	2.6e-05	24	0	0.007865
Gtf2f2	ENSG00000188342	GTF2F2	2963	GTF2F2	4	0.68737	0.54653	0.764856	325	0	0.020139	0.099089	4.9652e-06	2.6e-05	40	0	0.020139
Gtf2h4	ENSG00000213780	GTF2H4	2968	GTF2H4	4	0.91161	0.89328	0.996737	433	0	0.013514	0.29368	0.13646	0.34883	122	0	0.013514
Gtf2i	ENSG00000263001	GTF2I	2969	GTF2I	4	0.11379	0.135	0.590636	56	1	-0.016271	0.95835	0.96565	1	458	0	-0.016271
Gtf2ird1	ENSG00000006704	GTF2IRD1	9569	GTF2IRD1	4	0.62652	0.45928	0.761911	292	0	-0.0060522	0.77562	0.68221	0.913482	359	0	-0.0060522
Hcfc1	ENSG00000172534	HCFC1	3054	HCFC1	4	0.012825	0.0071251	0.127665	15	2	-0.034711	0.99443	0.99892	1	480	0	-0.034711
Hdac1	ENSG00000116478	HDAC1	3065	HDAC1	4	0.8961	0.89327	0.996737	423	0	0.0038702	0.15859	4.9652e-06	2.6e-05	64	0	0.0038702
Hdac3	ENSG00000171720	HDAC3	8841	HDAC3	4	0.70457	0.54654	0.764856	335	0	-0.0092876	0.7412	0.61819	0.887432	344	0	-0.0092876
Hdac4	ENSG00000068024	HDAC4	9759	HDAC4	4	0.91607	0.89328	0.996737	437	0	0.0073399	0.27186	0.13646	0.34883	112	0	0.0073399
Hdac7	ENSG00000061273	HDAC7	51564	HDAC7	4	0.773	0.62036	0.813609	372	0	0.0029215	0.73755	0.61819	0.887432	342	0	0.0029215
Hdac9	ENSG00000048052	HDAC9	9734	HDAC9	4	0.13551	0.135	0.590636	64	1	-0.015479	0.98675	0.99628	1	477	0	-0.015479
Hdgf	ENSG00000143321	HDGF	3068	HDGF	4	0.75332	0.62035	0.813609	361	0	0.01129	0.030641	4.9652e-06	2.6e-05	12	1	0.01129
Helz2	ENSG00000130589	HELZ2	85441	HELZ2	4	0.11926	0.135	0.590636	58	1	-0.00029908	0.64064	0.45907	0.766642	291	0	-0.00029908
Hes6	ENSG00000144485	HES6	55502	HES6	4	0.91386	0.89328	0.996737	434	0	0.0068623	0.78461	0.68221	0.913482	365	0	0.0068623
Hif1a	ENSG00000100644	HIF1A	3091	HIF1A	4	0.78079	0.62036	0.813609	377	0	0.02942	0.2687	0.13646	0.34883	110	0	0.02942
Hipk1	ENSG00000163349	HIPK1	204851	HIPK1	4	0.75262	0.62035	0.813609	360	0	0.0013929	0.61589	0.45907	0.766642	277	0	0.0013929
Hipk2	ENSG00000064393	HIPK2	28996	HIPK2	4	0.68317	0.54653	0.764856	321	0	-0.0006167	0.20335	4.9652e-06	2.6e-05	80	0	-0.0006167
Hipk3	ENSG00000110422	HIPK3	10114	HIPK3	4	0.71485	0.54654	0.764856	342	0	0.00627	0.40777	0.13647	0.34883	173	0	0.00627
Hivep1	ENSG00000095951	HIVEP1	3096	HIVEP1	4	0.27814	0.25699	0.590636	121	0	-0.0042884	0.45363	0.13647	0.34883	194	0	-0.0042884
Hivep2	ENSG00000010818	HIVEP2	3097	HIVEP2	4	0.64526	0.54653	0.764856	305	0	0.0011968	0.6471	0.45907	0.766642	294	0	0.0011968
Hivep3	ENSG00000127124	HIVEP3	59269	HIVEP3	4	0.097239	0.135	0.590636	50	1	-0.015354	0.30135	0.13646	0.34883	126	0	-0.015354
Hltf	ENSG00000071794	HLTF	6596	HLTF	4	0.26711	0.25699	0.590636	115	0	-0.0090763	0.41181	0.13647	0.34883	175	0	-0.0090763
Hmg20b	ENSG00000064961	HMG20B	10362	HMG20B	4	0.050033	0.135	0.590636	29	1	-0.0062023	0.315	0.13646	0.34883	132	0	-0.0062023
Hmga1	ENSG00000137309	HMGA1	3159	HMGA1	4	0.71563	0.54654	0.764856	343	0	-0.0010886	0.51096	0.25718	0.588348	216	0	-0.0010886
Hmgb2	ENSG00000164104	HMGB2	3148	HMGB2	4	0.03649	0.007135	0.127665	23	1	-0.022727	0.9912	0.99791	1	478	0	-0.022727
Hnrnpab	ENSG00000197451	HNRNPAB	3182	HNRNPAB	4	0.81566	0.68344	0.853891	392	0	0.010298	0.44468	0.13647	0.34883	190	0	0.010298
Hnrnpk	ENSG00000165119	HNRNPK	3190	HNRNPK	4	0.9995	0.99998	1	487	0	0.038807	0.10094	4.9652e-06	2.6e-05	41	0	0.038807
Hopx	ENSG00000171476	HOPX	84525	HOPX	4	0.85857	0.86408	0.996737	408	0	-0.0029213	0.78962	0.68221	0.913482	371	0	-0.0029213
Hsf1	ENSG00000185122	HSF1	3297	HSF1	4	0.80649	0.68344	0.853891	389	0	0.018862	0.2084	4.9652e-06	2.6e-05	82	0	0.018862
Hsf2	ENSG00000025156	HSF2	3298	HSF2	4	0.42512	0.257	0.590636	188	0	-0.0054965	0.67291	0.54374	0.86209	307	0	-0.0054965
Hyal2	ENSG00000068001	HYAL2	8692	HYAL2	4	0.64618	0.54653	0.764856	306	0	0.0067424	0.47492	0.25717	0.588348	206	0	0.0067424
Id3	ENSG00000117318	ID3	3399	ID3	4	0.76093	0.62035	0.813609	365	0	0.015667	0.13909	4.9652e-06	2.6e-05	56	0	0.015667
Ikzf1	ENSG00000185811	IKZF1	10320	IKZF1	4	0.58267	0.45927	0.761911	269	0	0.024331	0.17948	4.9652e-06	2.6e-05	70	0	0.024331
Ikzf2	ENSG00000030419	IKZF2	22807	IKZF2	4	0.34608	0.25699	0.590636	149	0	-0.011364	0.98181	0.99627	1	472	0	-0.011364
Ikzf3	ENSG00000161405	IKZF3	22806	IKZF3	4	0.29522	0.25699	0.590636	129	0	-0.013028	0.81734	0.73943	0.913482	385	0	-0.013028
Ikzf4	ENSG00000123411	IKZF4	64375	IKZF4	4	0.13372	0.135	0.590636	63	1	-0.007087	0.62652	0.45907	0.766642	283	0	-0.007087
Ing4	ENSG00000111653	ING4	51147	ING4	4	0.071026	0.135	0.590636	39	1	0.022202	0.27657	0.13646	0.34883	114	0	0.022202
Irf1	ENSG00000125347	IRF1	3659	IRF1	4	0.01131	0.0071251	0.127665	14	2	-0.021664	0.94317	0.95266	1	452	0	-0.021664
