id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	num	neg.score	neg.p.value	neg.fdr	neg.rank	neg.goodsgrna	neg.lfc	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc
ABCB8	ENSG00000197150	ABCB8	11194	ABCB8	12	0.57411	0.74483	1	13991	2	0.23862	0.045444	0.17817	0.967844	3460	6	0.23862
ABCB9	ENSG00000150967	ABCB9	23457	ABCB9	12	0.42779	0.61144	0.962598	11975	2	0.19092	0.12945	0.36928	1	6460	6	0.19092
ABCC1	ENSG00000103222	ABCC1	4363	ABCC1	12	0.11237	0.22837	0.743215	5802	6	-0.16333	0.085032	0.27509	1	5031	4	-0.16333
ABCC10	ENSG00000124574	ABCC10	89845	ABCC10	12	0.12625	0.24711	0.747209	6235	4	0.12274	0.1745	0.46416	1	7841	5	0.12274
ABCC11	ENSG00000121270	ABCC11	85320	ABCC11	12	0.36115	0.55021	0.936183	11055	3	0.070409	0.30533	0.62564	1	10475	3	0.070409
ABCC12	ENSG00000140798	ABCC12	94160	ABCC12	12	0.10576	0.21313	0.718225	5602	5	-0.12322	0.65082	0.8766	1	15152	2	-0.12322
ABCC2	ENSG00000023839	ABCC2	1244	ABCC2	12	0.024083	0.058261	0.456163	2403	7	-0.25148	0.1461	0.41353	1	6983	3	-0.25148
ABCC3	ENSG00000108846	ABCC3	8714	ABCC3	12	0.010713	0.024234	0.305198	1489	5	-0.12486	0.42291	0.72918	1	12328	2	-0.12486
ABCC4	ENSG00000125257	ABCC4	10257	ABCC4	12	0.27809	0.46008	0.892851	9728	2	0.30626	0.0029719	0.017473	0.489961	670	6	0.30626
ABCC5	ENSG00000114770	ABCC5	10057	ABCC5	12	0.11001	0.22423	0.739271	5726	6	-0.18	0.99011	0.99451	1	18542	1	-0.18
ABCC6	ENSG00000091262	ABCC6	368	ABCC6	12	0.25253	0.42872	0.875586	9203	5	-0.07559	0.73153	0.91114	1	15948	3	-0.07559
ABCC8	ENSG00000006071	ABCC8	6833	ABCC8	12	0.99929	0.99879	1	18866	0	0.26818	0.031666	0.13565	0.9219	2757	7	0.26818
ABCC9	ENSG00000069431	ABCC9	10060	ABCC9	12	0.74577	0.85594	1	15841	3	-0.0013622	0.036912	0.1536	0.954622	3028	4	-0.0013622
ABCD1	ENSG00000101986	ABCD1	215	ABCD1	12	0.99495	0.99282	1	18661	0	0.039831	0.47013	0.76456	1	12925	3	0.039831
ABCD2	ENSG00000173208	ABCD2	225	ABCD2	12	0.29701	0.48374	0.903614	10106	4	-0.077451	0.57688	0.84422	1	14339	4	-0.077451
ABCD3	ENSG00000117528	ABCD3	5825	ABCD3	12	0.26485	0.44421	0.882887	9473	1	-0.055952	0.68898	0.89264	1	15543	3	-0.055952
ABCD4	ENSG00000119688	ABCD4	5826	ABCD4	12	0.19866	0.3532	0.827043	8038	5	0.031773	0.55206	0.82816	1	14021	3	0.031773
ABCE1	ENSG00000164163	ABCE1	6059	ABCE1	12	0.51359	0.69599	0.994261	13185	1	0.28782	0.0088614	0.041783	0.619155	1267	8	0.28782
ABCF1	ENSG00000204574	ABCF1	23	ABCF1	12	0.099478	0.1988	0.693926	5403	3	-0.10268	0.52733	0.81094	1	13698	4	-0.10268
ABCF2	ENSG00000033050	ABCF2	10061	ABCF2	12	0.20588	0.36461	0.839623	8184	4	0.24387	0.037565	0.15651	0.958808	3061	7	0.24387
ABCF3	ENSG00000161204	ABCF3	55324	ABCF3	12	0.73222	0.84646	1	15653	2	0.049889	0.58914	0.85165	1	14521	4	0.049889
ABCG1	ENSG00000160179	ABCG1	9619	ABCG1	12	0.99589	0.9942	1	18698	0	0.30821	0.025399	0.11437	0.893078	2405	7	0.30821
ABCG2	ENSG00000118777	ABCG2	9429	ABCG2	12	0.17152	0.32096	0.813945	7428	3	-0.017931	0.29042	0.61183	1	10188	5	-0.017931
ABCG4	ENSG00000172350	ABCG4	64137	ABCG4	12	0.48183	0.65874	0.978478	12712	3	0.061245	1.8086e-06	1.0199e-05	0.004108	46	5	0.061245
ABCG5	ENSG00000138075	ABCG5	64240	ABCG5	2	0.61011	0.59067	0.95583	14332	0	-0.063426	0.73818	0.76236	1	16029	0	-0.063426
ABCG8	ENSG00000143921	ABCG8	64241	ABCG8	10	0.4693	0.63947	0.971361	12552	1	0.18828	0.19876	0.47927	1	8320	5	0.18828
ABHD1	ENSG00000143994	ABHD1	84696	ABHD1	12	0.99121	0.98704	1	18538	0	0.095568	0.32661	0.65453	1	10853	5	0.095568
ABHD10	ENSG00000144827	ABHD10	55347	ABHD10	12	0.75258	0.86193	1	15912	3	0.12989	0.0066525	0.03269	0.57568	1068	6	0.12989
ABHD11	ENSG00000106077	ABHD11	83451	ABHD11	12	0.91661	0.94425	1	17538	2	0.19356	0.049061	0.19282	0.995203	3634	7	0.19356
ABHD12	ENSG00000100997	ABHD12	26090	ABHD12	12	0.2441	0.41369	0.863938	9046	3	0.068828	0.28268	0.60248	1	10031	2	0.068828
ABHD12B	ENSG00000131969	ABHD12B	145447	ABHD12B	12	0.31043	0.50276	0.915888	10354	4	0.038726	0.30141	0.62144	1	10404	3	0.038726
ABHD13	ENSG00000139826	ABHD13	84945	ABHD13	12	0.43996	0.62133	0.964133	12148	4	-0.0844	0.81041	0.94615	1	16835	1	-0.0844
ABHD14A-ACY1	ENSG00000114786	ABHD14A-ACY1	100526760	ABHD14A-ACY1	12	0.25975	0.43524	0.875586	9368	5	-0.15616	0.20148	0.49837	1	8376	3	-0.15616
ABHD14B	ENSG00000114779	ABHD14B	84836	ABHD14B	12	0.23185	0.39509	0.848549	8765	5	0.027858	0.17451	0.46416	1	7844	5	0.027858
ABHD15	ENSG00000168792	ABHD15	116236	ABHD15	12	0.22615	0.38691	0.845416	8635	5	-0.011161	0.20948	0.50569	1	8541	4	-0.011161
ABHD16A	ENSG00000204427	ABHD16A	7920	ABHD16A	12	0.21276	0.37193	0.839623	8329	5	-0.025198	0.42114	0.7276	1	12312	2	-0.025198
ABHD16B	ENSG00000183260	ABHD16B	140701	ABHD16B	12	0.17784	0.32804	0.816962	7568	4	0.020226	0.27719	0.59387	1	9939	4	0.020226
ABHD17A	ENSG00000129968	ABHD17A	81926	ABHD17A	12	0.73259	0.84683	1	15661	3	-0.078876	0.36675	0.6957	1	11602	3	-0.078876
ABHD17B	ENSG00000107362	ABHD17B	51104	ABHD17B	12	0.07096	0.15102	0.633634	4440	5	-0.19424	0.71957	0.90637	1	15832	2	-0.19424
ABHD17C	ENSG00000136379	ABHD17C	58489	ABHD17C	12	0.0012317	0.0030316	0.117884	483	7	-0.45146	0.61469	0.86348	1	14825	2	-0.45146
ABHD2	ENSG00000140526	ABHD2	11057	ABHD2	12	0.017314	0.040731	0.385145	2000	7	-0.27328	0.43093	0.73512	1	12438	3	-0.27328
ABHD3	ENSG00000158201	ABHD3	171586	ABHD3	12	0.013637	0.029917	0.321648	1732	7	-0.40287	0.01026	0.048891	0.657749	1401	4	-0.40287
ABHD4	ENSG00000100439	ABHD4	63874	ABHD4	12	0.44904	0.62928	0.968765	12266	3	0.12255	0.18732	0.48153	1	8088	5	0.12255
ABHD5	ENSG00000011198	ABHD5	51099	ABHD5	12	0.062646	0.13787	0.627264	4153	6	-0.11125	0.20044	0.49779	1	8359	2	-0.11125
ABHD6	ENSG00000163686	ABHD6	57406	ABHD6	12	0.086987	0.17823	0.676444	4976	6	-0.21295	0.4835	0.77353	1	13095	3	-0.21295
ABHD8	ENSG00000127220	ABHD8	79575	ABHD8	12	0.37476	0.55868	0.937212	11254	3	0.1007	0.031525	0.13565	0.9219	2743	5	0.1007
ABI1	ENSG00000136754	ABI1	10006	ABI1	12	0.081557	0.1644	0.650005	4783	4	-0.016369	0.049137	0.19298	0.995203	3641	4	-0.016369
ABI2	ENSG00000138443	ABI2	10152	ABI2	12	0.13693	0.27075	0.777228	6568	4	-0.10568	0.068829	0.24685	1	4491	4	-0.10568
ABI3	ENSG00000108798	ABI3	51225	ABI3	12	0.3426	0.53397	0.930817	10816	2	0.19235	0.056022	0.21554	1	3953	6	0.19235
ABI3BP	ENSG00000154175	ABI3BP	25890	ABI3BP	12	0.049233	0.12425	0.626806	3697	5	-0.14532	0.63961	0.87282	1	15050	2	-0.14532
ABL1	ENSG00000097007	ABL1	25	ABL1	12	0.3093	0.5019	0.915888	10338	5	-0.03305	0.33908	0.66737	1	11091	3	-0.03305
ABL2	ENSG00000143322	ABL2	27	ABL2	12	0.74226	0.85304	1	15787	2	-0.025307	0.17054	0.45796	1	7716	6	-0.025307
ABLIM1	ENSG00000099204	ABLIM1	3983	ABLIM1	12	0.26254	0.43765	0.875946	9427	5	-0.14844	0.99472	0.99693	1	18699	0	-0.14844
ABLIM2	ENSG00000163995	ABLIM2	84448	ABLIM2	12	0.040468	0.10011	0.572219	3254	4	0.084106	0.26133	0.57541	1	9615	5	0.084106
ABLIM3	ENSG00000173210	ABLIM3	22885	ABLIM3	12	0.0057724	0.012964	0.233966	1042	8	-0.30493	0.60185	0.85829	1	14694	1	-0.30493
ABO	ENSG00000175164	ABO	28	ABO	12	0.00067974	0.0016467	0.086834	356	8	-0.44186	0.96998	0.98788	1	18241	1	-0.44186
ABR	ENSG00000159842	ABR	29	ABR	12	0.28926	0.47469	0.899712	9949	3	0.0899	0.35317	0.68354	1	11362	5	0.0899
ABRA	ENSG00000174429	ABRA	137735	ABRA	12	0.90837	0.93795	1	17436	2	-0.0079067	0.24038	0.55144	1	9179	5	-0.0079067
ABRACL	ENSG00000146386	ABRACL	58527	ABRACL	12	0.22855	0.39044	0.848206	8697	4	0.17311	0.057646	0.21926	1	4032	7	0.17311
ABT1	ENSG00000146109	ABT1	29777	ABT1	12	0.98951	0.98435	1	18476	0	0.26121	0.0096453	0.046312	0.650093	1336	6	0.26121
ABTB1	ENSG00000114626	ABTB1	80325	ABTB1	12	0.85541	0.90861	1	16877	2	0.07018	0.49784	0.78768	1	13297	4	0.07018
ABTB2	ENSG00000166016	ABTB2	25841	ABTB2	12	0.092264	0.19034	0.692752	5157	6	-0.17686	0.43699	0.74158	1	12518	4	-0.17686
ACAA1	ENSG00000060971	ACAA1	30	ACAA1	12	0.85065	0.90618	1	16818	2	0.30995	0.0026091	0.01563	0.471939	624	9	0.30995
ACAA2	ENSG00000167315	ACAA2	10449	ACAA2	12	0.2658	0.44496	0.882887	9492	4	0.084872	0.039049	0.16019	0.958808	3132	6	0.084872
ACACA	ENSG00000278540	ACACA	31	ACACA	12	0.91315	0.94189	1	17485	2	0.32387	0.010062	0.047704	0.651102	1378	8	0.32387
ACACB	ENSG00000076555	ACACB	32	ACACB	12	0.98265	0.97639	1	18276	1	-0.036473	0.76918	0.92843	1	16340	3	-0.036473
ACAD10	ENSG00000111271	ACAD10	80724	ACAD10	12	0.03018	0.074356	0.51094	2746	5	-0.033514	0.27346	0.59079	1	9872	4	-0.033514
ACAD11	ENSG00000240303	ACAD11	84129	ACAD11	12	0.52927	0.71269	0.998288	13453	3	0.045422	0.20106	0.49779	1	8368	4	0.045422
ACAD9	ENSG00000177646	ACAD9	28976	ACAD9	12	0.23843	0.40681	0.856363	8925	4	-0.018082	0.31891	0.64672	1	10711	4	-0.018082
ACADL	ENSG00000115361	ACADL	33	ACADL	12	0.8182	0.8924	1	16519	2	0.13312	0.22209	0.52717	1	8801	5	0.13312
ACADM	ENSG00000117054	ACADM	34	ACADM	12	0.17867	0.32858	0.816962	7586	4	-0.044469	0.42337	0.72918	1	12336	3	-0.044469
ACADS	ENSG00000122971	ACADS	35	ACADS	12	0.035647	0.091099	0.572219	2992	6	-0.27378	0.56769	0.83733	1	14225	2	-0.27378
ACADSB	ENSG00000196177	ACADSB	36	ACADSB	4	0.69969	0.66797	0.983384	15268	1	-0.15649	0.52821	0.6435	1	13712	1	-0.15649
ACADVL	ENSG00000072778	ACADVL	37	ACADVL	12	0.58223	0.74967	1	14062	1	0.15788	0.33286	0.66126	1	10965	5	0.15788
ACAN	ENSG00000157766	ACAN	176	ACAN	12	0.0013927	0.0034008	0.124068	518	6	-0.22745	0.087312	0.28281	1	5105	4	-0.22745
ACAP1	ENSG00000072818	ACAP1	9744	ACAP1	12	0.98764	0.98239	1	18429	1	0.36783	0.00025678	0.0019265	0.187235	191	10	0.36783
ACAP2	ENSG00000114331	ACAP2	23527	ACAP2	12	0.98996	0.98539	1	18494	0	0.21538	0.06218	0.22966	1	4243	6	0.21538
ACAP3	ENSG00000131584	ACAP3	116983	ACAP3	12	0.047864	0.11645	0.605824	3627	5	0.21225	0.016147	0.081551	0.826908	1851	7	0.21225
ACAT1	ENSG00000075239	ACAT1	38	ACAT1	12	0.014398	0.030679	0.321648	1791	6	-0.13278	0.03084	0.13377	0.9219	2708	5	-0.13278
ACAT2	ENSG00000120437	ACAT2	39	ACAT2	12	0.3037	0.49358	0.910456	10219	4	0.090267	0.098834	0.30527	1	5498	4	0.090267
ACBD3	ENSG00000182827	ACBD3	64746	ACBD3	12	0.0076326	0.016607	0.255395	1228	8	-0.40449	0.89733	0.96732	1	17549	2	-0.40449
ACBD4	ENSG00000181513	ACBD4	79777	ACBD4	12	0.21036	0.3699	0.839623	8282	5	-0.073421	0.1444	0.408	1	6924	5	-0.073421
ACBD5	ENSG00000107897	ACBD5	91452	ACBD5	12	0.31332	0.50634	0.916714	10408	5	-0.20221	0.10069	0.30906	1	5554	4	-0.20221
ACBD6	ENSG00000230124	ACBD6	84320	ACBD6	12	0.58074	0.74904	1	14050	3	-0.012147	0.18254	0.47612	1	8014	3	-0.012147
ACBD7	ENSG00000176244	ACBD7	414149	ACBD7	12	0.10295	0.206	0.704479	5511	6	-0.13001	0.14667	0.41433	1	7003	4	-0.13001
ACCS	ENSG00000110455	ACCS	84680	ACCS	12	0.13055	0.2564	0.756193	6378	4	0.012363	0.8683	0.95987	1	17276	2	0.012363
ACCSL	ENSG00000205126	ACCSL	390110	ACCSL	12	0.26667	0.44496	0.882887	9507	5	-0.17063	0.016023	0.081113	0.826008	1842	3	-0.17063
ACD	ENSG00000102977	ACD	65057	ACD	12	0.042223	0.10209	0.572219	3355	5	-0.10182	0.53648	0.8155	1	13806	4	-0.10182
ACE	ENSG00000159640	ACE	1636	ACE	12	0.0033751	0.0074677	0.177157	798	7	-0.32417	0.15259	0.4214	1	7159	3	-0.32417
ACE2	ENSG00000130234	ACE2	59272	ACE2	12	0.71986	0.83886	1	15495	2	-0.0091903	0.017362	0.090772	0.863523	1938	5	-0.0091903
ACER1	ENSG00000167769	ACER1	125981	ACER1	12	0.2575	0.43416	0.875586	9313	4	0.015202	0.2458	0.55616	1	9300	5	0.015202
ACER2	ENSG00000177076	ACER2	340485	ACER2	12	0.027917	0.070034	0.506037	2611	4	0.12126	0.42685	0.73395	1	12389	4	0.12126
ACER3	ENSG00000078124	ACER3	55331	ACER3	12	0.022009	0.053851	0.444399	2291	4	-0.041836	0.12237	0.35477	1	6237	2	-0.041836
ACHE	ENSG00000087085	ACHE	43	ACHE	12	0.010714	0.024234	0.305198	1490	4	-0.17223	0.75702	0.92341	1	16233	3	-0.17223
ACIN1	ENSG00000100813	ACIN1	22985	ACIN1	12	0.66387	0.79935	1	14881	2	0.012549	0.31194	0.63864	1	10598	3	0.012549
ACKR1	ENSG00000213088	ACKR1	2532	ACKR1	12	0.72247	0.84024	1	15533	3	-0.12532	0.78332	0.93529	1	16521	3	-0.12532
ACKR2	ENSG00000144648	ACKR2	1238	ACKR2	12	0.40079	0.5877	0.954961	11609	2	0.070391	0.25179	0.56631	1	9412	4	0.070391
ACKR3	ENSG00000144476	ACKR3	57007	ACKR3	12	0.082671	0.16695	0.653291	4826	5	-0.03328	0.84367	0.95431	1	17094	1	-0.03328
ACKR4	ENSG00000129048	ACKR4	51554	ACKR4	12	0.84533	0.90434	1	16771	1	0.29237	0.0012451	0.0075906	0.347636	409	9	0.29237
ACLY	ENSG00000131473	ACLY	47	ACLY	12	0.04564	0.11221	0.60171	3515	7	-0.20402	0.98543	0.99225	1	18443	1	-0.20402
ACMSD	ENSG00000153086	ACMSD	130013	ACMSD	12	0.20488	0.36106	0.834166	8168	2	0.13841	0.12734	0.36832	1	6382	6	0.13841
ACO1	ENSG00000122729	ACO1	48	ACO1	12	0.074374	0.15304	0.633634	4556	2	0.28599	0.039266	0.1606	0.958808	3143	7	0.28599
ACO2	ENSG00000100412	ACO2	50	ACO2	12	0.023099	0.055905	0.44883	2355	4	0.21542	0.052544	0.20532	1	3781	6	0.21542
ACOD1	ENSG00000102794	ACOD1	730249	ACOD1	12	0.28499	0.47028	0.899146	9868	4	0.095271	0.11378	0.33634	1	5986	6	0.095271
ACOT1	ENSG00000184227	ACOT1	641371	ACOT1	12	0.096229	0.19456	0.693676	5283	5	-0.17925	0.41551	0.72531	1	12219	3	-0.17925
ACOT11	ENSG00000162390	ACOT11	26027	ACOT11	12	0.97884	0.97293	1	18208	1	0.38963	0.0018434	0.010787	0.396278	508	9	0.38963
ACOT12	ENSG00000172497	ACOT12	134526	ACOT12	12	0.084227	0.17082	0.660494	4877	6	-0.11919	0.18651	0.48069	1	8072	3	-0.11919
ACOT13	ENSG00000112304	ACOT13	55856	ACOT13	12	0.13036	0.2564	0.756193	6374	6	-0.2257	0.85333	0.95724	1	17152	2	-0.2257
ACOT2	ENSG00000119673	ACOT2	10965	ACOT2	12	0.50301	0.68595	0.993558	13025	3	0.36468	0.0073367	0.035744	0.589729	1130	7	0.36468
ACOT4	ENSG00000177465	ACOT4	122970	ACOT4	12	0.046191	0.11277	0.60171	3541	5	-0.030347	0.028795	0.12888	0.9219	2572	3	-0.030347
ACOT6	ENSG00000205669	ACOT6	641372	ACOT6	12	0.73738	0.85061	1	15727	2	0.035464	0.039293	0.16077	0.958808	3144	4	0.035464
ACOT7	ENSG00000097021	ACOT7	11332	ACOT7	12	0.011021	0.024721	0.306869	1522	5	0.061069	0.19398	0.48979	1	8225	5	0.061069
ACOT8	ENSG00000101473	ACOT8	10005	ACOT8	4	0.84332	0.82287	1	16756	0	0.21407	0.026368	0.073102	0.767461	2453	3	0.21407
ACOT9	ENSG00000123130	ACOT9	23597	ACOT9	12	0.43042	0.61284	0.962598	12015	3	0.18146	0.13059	0.37011	1	6489	5	0.18146
ACOX1	ENSG00000161533	ACOX1	51	ACOX1	12	0.32661	0.51696	0.918929	10603	3	0.19861	0.019276	0.095629	0.863523	2049	7	0.19861
ACOX2	ENSG00000168306	ACOX2	8309	ACOX2	12	0.9709	0.96773	1	18081	1	0.32457	0.0001189	0.0009537	0.122819	146	6	0.32457
ACOX3	ENSG00000087008	ACOX3	8310	ACOX3	12	0.81507	0.89103	1	16487	2	0.02442	0.55411	0.82981	1	14048	3	0.02442
ACOXL	ENSG00000153093	ACOXL	55289	ACOXL	12	0.46932	0.64659	0.971622	12553	4	-0.16783	0.19585	0.49337	1	8263	4	-0.16783
ACP1	ENSG00000143727	ACP1	52	ACP1	12	0.35144	0.54059	0.932033	10932	4	-0.058211	0.73579	0.91391	1	16002	2	-0.058211
ACP2	ENSG00000134575	ACP2	53	ACP2	12	0.33653	0.52694	0.925885	10735	3	0.11363	0.37518	0.69911	1	11707	4	0.11363
ACP5	ENSG00000102575	ACP5	54	ACP5	12	0.0076627	0.016635	0.255414	1232	8	-0.29633	0.99454	0.99682	1	18692	0	-0.29633
ACP6	ENSG00000162836	ACP6	51205	ACP6	12	0.38029	0.5648	0.940547	11342	3	0.079464	0.70473	0.89928	1	15690	2	0.079464
ACPP	ENSG00000014257	ACP3	55	ACP3	12	0.18203	0.33722	0.826766	7668	1	0.18622	0.048945	0.19282	0.995203	3627	7	0.18622
ACPT	ENSG00000142513	ACP4	93650	ACP4	12	0.00099292	0.0024082	0.105714	430	8	-0.44017	0.095287	0.30001	1	5392	4	-0.44017
